KRM21FC81E106KFA1,In Production,10uF,25,X6S,2012M/0805,2.0,+/-10%,Metal Terminal General
KRM31KC81E106KH01,In Production,10uF,25,X6S,3216M/1206,2.9,+/-10%,Metal Terminal General
GRT31CC81E106KE01,In Production,10uF,25,X6S,3216M/1206,1.8,+/-10%,Infotainment for Automotive [AEC-Q200]
GXT31CC81E106KE01,In Production,10uF,25,X6S,3216M/1206,1.8,+/-10%,Water repellent/ Infotainment [AEC-Q200]
GRM21BC8YA106KE11,In Production,10uF,35,X6S,2012M/0805,1.45,+/-10%,General Purpose
GRM21BC8YA106ME11,In Production,10uF,35,X6S,2012M/0805,1.45,+/-20%,General Purpose
GXM21BC8YA106KE11,In Production,10uF,35,X6S,2012M/0805,1.45,+/-10%,Water repellent/ General Purpose
GXM21BC8YA106ME11,In Production,10uF,35,X6S,2012M/0805,1.45,+/-20%,Water repellent/ General Purpose
KRM31KC8YA106KH01,In Production,10uF,35,X6S,3216M/1206,2.9,+/-10%,Metal Terminal General
GRT31CC8YA106KE01,In Production,10uF,35,X6S,3216M/1206,1.8,+/-10%,Infotainment for Automotive [AEC-Q200]
GRT31CC8YA106ME01,In Production,10uF,35,X6S,3216M/1206,1.8,+/-20%,Infotainment for Automotive [AEC-Q200]
GXT31CC8YA106KE01,In Production,10uF,35,X6S,3216M/1206,1.8,+/-10%,Water repellent/ Infotainment [AEC-Q200]
GXT31CC8YA106ME01,In Production,10uF,35,X6S,3216M/1206,1.8,+/-20%,Water repellent/ Infotainment [AEC-Q200]
GCM21BR70J106KE21,In Production,10uF,6.3,X7R,2012M/0805,1.4,+/-10%,Powertrain/Safety for Automotive
GCM21BR70J106KE22,In Production,10uF,6.3,X7R,2012M/0805,1.4,+/-10%,Powertrain/Safety for Automotive [AEC-Q200]
GGM21BR70J106KE22,In Production,10uF,6.3,X7R,2012M/0805,1.4,+/-10%,Water repellent/ Automotive [AEC-Q200]
GCM21BR71A106KE21,In Production,10uF,10,X7R,2012M/0805,1.4,+/-10%,Powertrain/Safety for Automotive
GCM21BR71A106KE22,In Production,10uF,10,X7R,2012M/0805,1.4,+/-10%,Powertrain/Safety for Automotive [AEC-Q200]
